crm_record_id,sf_account_id,account_name,parent_account_name,state,region,segment,account_type,owner_rep,contact_name,contact_email,contact_role,contact_subject,contact_grade_band,opportunity_name,product_name,product_family,stage,close_date,contract_end_date,arr_usd,seats_purchased,quote_id,is_duplicate_candidate,source,true_golden_customer_id
CRM-10346,SF-A10346,North Star ISD,North Star ISD,NY,Northeast,Large District,District,C. Thomas,Michael Johnson,michael.johnson@north_starschools.org,,,12,North Star ISD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Lost,2025-04-16,2026-02-25,21896,800,Q-5876,N,Salesforce,GC0049
CRM-10347,SF-A10347,North Star ISD - Supplemental,North Star ISD,NY,Northeast,Large District,District,C. Thomas,Sanjay White,sanjayw@north_starschools.org,,General,,North Star ISD - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2024-01-07,2027-05-12,119288,300,,Y,Salesforce,GC0049
CRM-10348,SF-A10348,North Star ISD,,NY,Northeast,Large District,District,B. Shah,Priya Davis,priyad@north_starschools.org,Math Coordinator,,,North Star ISD - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-06-23,2027-06-08,179956,500,Q-7375,N,Salesforce,GC0049
CRM-10349,SF-A10349,North Star Public Schools,North Star ISD,NY,Northeast,Large,District,C. Thomas,K. Martin,kevin.martin@north_starschools.org,Math Coordinator,Math,5,North Star Public Schools - StudySync,StudySync,Core ELA,Negotiation,2025-04-14,2026-10-11,23593,800,Q-9122,N,Salesforce,GC0049
CRM-10350,SF-A10350,North Star Public Schools,North Star Public Schools,NY,Northeast,Large District,District,F. Lewis,Praveen Johnson,praveen.johnson@north_starschools.org,Math Coordinator,Science,2,North Star Public Schools - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Lost,2025-11-05,2027-06-23,58120,5000,Q-9757,N,Salesforce,GC0049
CRM-10351,SF-A10351,North Star Public Schools,North Star Schools,NY,Northeast,Large District,District,C. Thomas,John Lee,johnl@north_starschools.org,Teacher,Literacy,6,North Star Public Schools - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2024-03-06,2026-03-05,120103,300,,N,Salesforce,GC0049
CRM-10352,SF-A10352,Twin Oaks School District,,CO,West,Mid-Market District,Regional Service Center,C. Thomas,Lisa Thomas,lisa.thomas@twin_oaksschools.org,Instructional Coach,STEM,,Twin Oaks School District - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-10-06,2027-11-16,24334,300,Q-5042,N,Salesforce,GC0050
CRM-10353,SF-A10353,Twin Oaks School District,,CO,West,Mid-Market District,Regional Service Center,C. Thomas,Alicia Brown,alicia.brown@twin_oaksschools.org,Principal,Science,,Twin Oaks School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-11-01,2026-04-14,29170,500,,N,Salesforce,GC0050
CRM-10354,SF-A10354,Twin Oaks ISD,Twin Oaks School District,CO,WEST,mid-market district,Regional Service Center,C. Thomas,Emily Martin,emartin@twin_oaksschools.org,District Admin,Math,4,Twin Oaks ISD - StudySync,StudySync,Core ELA,Closed Won,2024-12-12,2027-03-08,59285,800,Q-5486,Y,Salesforce,GC0050
CRM-10355,SF-A10355,Twin Oaks School District - Supplemental,Twin Oaks School District - Supplemental,CO,West,Mid-Market District,Regional Service Center,E. Carter,Jane Wilson,jwilson@twin_oaksschools.org,,,5,Twin Oaks School District - Supplemental - StudySync,StudySync,Core ELA,Proposal,2024-08-21,2026-01-22,21431,12000,Q-6607,N,Salesforce,GC0050
CRM-10356,SF-A10356,Twin Oaks School District,,CO,West,Mid-Market District,Regional Service Center,C. Thomas,Eric White,ewhite@twin_oaksschools.org,Curriculum Director,,1,Twin Oaks School District - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-02-26,2027-07-04,116750,12000,,N,Salesforce,GC0050
CRM-10357,SF-A10357,Twin Oaks School District,Twin Oaks School District,CO,West,Mid-Market District,Regional Service Center,C. Thomas,Jane Garcia,jane.garcia@twin_oaksschools.org,Teacher,,11,Twin Oaks School District - StudySync,StudySync,Core ELA,Proposal,2024-08-13,2027-03-31,175959,800,Q-7397,N,Salesforce,GC0050
CRM-10358,SF-A10358,Twin Oaks School District - Supplemental,,CO,West,Mid-Market District,Regional Service Center,C. Thomas,Alicia Patel,aliciap@twin_oaksschools.org,Curriculum Director,,3,Twin Oaks School District - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2024-04-26,2026-01-22,81553,800,Q-8147,N,Salesforce,GC0050
CRM-10359,SF-A10359,Twin Oaks School District,,CO,West,Mid-Market District,Regional Service Center,C. Thomas,Carlos Taylor,carlos.taylor@twin_oaksschools.org,Curriculum Director,STEM,5,Twin Oaks School District - ELA Core,ELA Core,Core ELA,Proposal,2025-08-28,2026-08-10,246448,800,Q-8555,N,Salesforce,GC0050
CRM-10360,SF-A10360,Valley View Public Schools,Valley View Public Schools,TX,South,Mid-Market District,District,A. Rivera,Emily Jackson,,Instructional Coach,ELA,,Valley View Public Schools - StudySync,StudySync,Core ELA,Proposal,2025-01-05,2026-10-03,175104,12000,Q-9980,Y,Salesforce,GC0051
CRM-10361,SF-A10361,Valley View ISD - Supplemental,,,SOUTH,Mid-Market District,District,E. Carter,Carlos Brown,carlosb@valley_viewschools.org,Teacher,ELA,,Valley View ISD - Supplemental - StudySync,StudySync,Core ELA,Negotiation,2024-05-10,2026-08-21,173858,500,Q-5406,N,Salesforce,GC0051
CRM-10362,SF-A10362,Valley View ISD,Valley View Schools,TX,South,Mid-Market District,District,E. Carter,Praveen Jackson,pjackson@valley_viewschools.org,Teacher,,8,Valley View ISD - Twig Science,Twig Science,Science,Closed Lost,2024-03-20,2026-08-31,41337,3000,Q-8407,Y,Salesforce,GC0051
CRM-10363,SF-A10363,Valley View ISD - Supplemental,Valley View ISD - Supplemental,TX,South,Mid-Market District,District,E. Carter,Sarah Smith,sarah.smith@valley_viewschools.org,Curriculum Director,,,Valley View ISD - Supplemental - Courseware,Courseware,Core Courseware,Proposal,2025-06-07,2027-06-05,255527,5000,Q-6760,N,Salesforce,GC0051
CRM-10364,SF-A10364,Valley View ISD,Valley View Schools,TX,South,Mid-Market District,District,E. Carter,Sarah A. Taylor,sarah.taylor@valley_viewschools.org,Math Coordinator,Science,3,Valley View ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2024-09-06,2026-12-03,41930,500,Q-5945,N,Salesforce,GC0051
CRM-10365,SF-A10365,Golden Plains School District - Supplemental,Golden Plains School District - Supplemental,NC,South,Large District,District,E. Carter,John Anderson,john.anderson@golden_plainsschools.org,Instructional Coach,Science,,Golden Plains School District - Supplemental - Twig Science,Twig Science,Science,Proposal,2024-10-20,2026-12-16,57932,300,Q-9137,N,Salesforce,GC0052
CRM-10366,SF-A10366,Golden Plains Public Schools,,NC,South,Large District,District,A. Rivera,David Brown,,Literacy Specialist,Science,,Golden Plains Public Schools - StudySync,StudySync,Core ELA,Closed Lost,2024-09-04,2026-10-28,26518,12000,Q-9845,N,Salesforce,GC0052
CRM-10367,SF-A10367,Golden Plains School District,,NC,South,Large District,District,E. Carter,John Anderson,johna@golden_plainsschools.org,,Math,5,Golden Plains School District - StudySync,StudySync,Core ELA,Negotiation,2025-01-23,2026-11-25,83895,3000,Q-7288,N,Salesforce,GC0052
CRM-10368,SF-A10368,Golden Plains ISD,Golden Plains ISD,NC,South,large district,District Office,E. Carter,Emily White,ewhite@golden_plainsschools.org,District Admin,,,Golden Plains ISD - Course Ware,Course Ware,Core Courseware,Proposal,2024-10-07,2027-05-14,84664,500,Q-7125,N,Salesforce,GC0052
CRM-10369,SF-A10369,Golden Plains ISD,Golden Plains School District,NC,south,Large District,District,E. Carter,Carlos Garcia,cgarcia@golden_plainsschools.org,,,1,Golden Plains ISD - IM,IM,Supplemental Math,Closed Won,2025-03-31,2027-03-19,85309,300,Q-7281,N,Salesforce,GC0052
CRM-10370,SF-A10370,Golden Plains School District - Supplemental,Golden Plains School District - Supplemental,NC,South,Large District,District,E. Carter,John Wilson,john.wilson@golden_plainsschools.org,Math Coordinator,,8,Golden Plains School District - Supplemental - Professional Development,Professional Development,Professional Learning,Closed Won,2025-10-11,2027-10-05,25029,500,Q-6803,N,Salesforce,GC0052
CRM-10371,SF-A10371,Golden Plains Public Schools,Golden Plains Public Schools,NC,South,large district,School,E. Carter,Sarah White,,Principal,STEM,,Golden Plains Public Schools - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Proposal,2025-05-10,2027-06-28,173950,800,Q-7393,N,Salesforce,GC0052
CRM-10372,SF-A10372,Golden Plains Public Schools,Golden Plains School District,NC,South,Large District,District,E. Carter,Nina Anderson,nina.anderson@golden_plainsschools.org,,ELA,5,Golden Plains Public Schools - Twig Science,Twig Science,Science,Closed Won,2025-05-10,2027-05-16,122750,5000,Q-7383,N,Salesforce,GC0052
CRM-10373,SF-A10373,Parkside ISD,,GA,South,State/Regional,Regional Service Center,F. Lewis,Eric Thomas,ethomas@parksideschools.org,Teacher,,2,Parkside ISD - Courseware,Courseware,Core Courseware,Closed Won,2025-09-20,2027-09-18,58117,3000,Q-5172,N,Salesforce,GC0053
CRM-10374,SF-A10374,Parkside ISD - Supplemental,Parkside ISD - Supplemental,GA,South,State/Regional,Regional Service Center,F. Lewis,Kevin Johnson,kevin.johnson@parksideschools.org,Curriculum Director,STEM,,Parkside ISD - Supplemental - Professional Development,Professional Development,Professional Learning,Closed Won,2025-06-23,2026-04-15,122519,12000,Q-6285,N,Salesforce,GC0053
CRM-10375,SF-A10375,Parkside ISD,,GA,SOUTH,State/Regional,District Office,F. Lewis,Priya Lee,,Math Coordinator,STEM,1,Parkside ISD - Courseware,Courseware,Core Courseware,Negotiation,2024-07-17,2027-09-13,251114,12000,Q-9197,N,Salesforce,GC0053
CRM-10376,SF-A10376,Parkside ISD - Supplemental,,GA,South,State/Regional,Regional Service Center,F. Lewis,Laura Davis,laurad@parksideschools.org,Instructional Coach,Science,5,Parkside ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-04-08,2026-08-18,116407,1500,Q-8662,N,Salesforce,GC0053
CRM-10377,SF-A10377,Parkside ISD,Parkside ISD,GA,,State/Regional,Regional Service Center,F. Lewis,Emily Thomas,emilyt@parksideschools.org,District Admin,Math,4,Parkside ISD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Proposal,2024-06-03,2026-02-07,65262,3000,Q-5045,N,Salesforce,GC0053
CRM-10378,SF-A10378,Parkside Public Schools,Parkside Schools,GA,South,State/Regional,Regional Service Center,F. Lewis,Eric White,ewhite@parksideschools.org,,,,Parkside Public Schools - Courseware,Courseware,Core Courseware,Closed Won,2025-03-24,2026-04-27,27949,1500,Q-9297,N,Salesforce,GC0053
CRM-10379,SF-A10379,Millbrook Public Schools,Millbrook Public Schools,OH,Midwest,Mid-Market District,District,B. Shah,Monique Miller,,District Admin,STEM,5,Millbrook Public Schools - Imagine Math,Imagine Math,Supplemental Math,Proposal,2025-04-28,2027-04-19,41409,5000,Q-6108,Y,Salesforce,GC0054
CRM-10380,SF-A10380,Millbrook ISD,Millbrook ISD,OH,Midwest,Mid-Market District,District,B. Shah,A. Moore,,Curriculum Director,Literacy,K,Millbrook ISD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Proposal,2024-10-18,2027-03-13,121009,800,Q-8303,N,Salesforce,GC0054
CRM-10381,SF-A10381,Millbrook Indep. SD,Millbrook Indep. SD,OH,Midwest,Mid Market,District,B. Shah,John Garcia,jgarcia@millbrookschools.org,Math Coordinator,General,,Millbrook Indep. SD - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-08-09,2026-04-04,256074,500,Q-8895,N,Salesforce,GC0054
CRM-10382,SF-A10382,Millbrook ISD,,OH,Midwest,Mid-Market District,District,B. Shah,Jane Garcia,jgarcia@millbrookschools.org,Curriculum Director,STEM,1,Millbrook ISD - Twig Science,Twig Science,Science,Closed Won,2024-06-19,2027-10-11,250550,5000,Q-8581,N,Salesforce,GC0054
CRM-10383,SF-A10383,Millbrook ISD - Supplemental,Millbrook ISD,OH,Midwest,Mid-Market District,District,B. Shah,Mark Moore,mark.moore@millbrookschools.org,Instructional Coach,,5,Millbrook ISD - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2025-08-23,2026-11-14,57541,800,Q-9118,N,Salesforce,GC0054
CRM-10384,SF-A10384,Millbrook ISD - Supplemental,Millbrook ISD,OH,Midwest,Mid-Market District,District Office,B. Shah,Jane Martin,jmartin@millbrookschools.org,Math Coordinator,Literacy,10,Millbrook ISD - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-02-09,2027-01-14,31042,5000,Q-6449,N,Salesforce,GC0054
CRM-10385,SF-A10385,Millbrook ISD,Millbrook ISD,OH,Midwest,Mid-Market District,District,B. Shah,Michael Patel,mpatel@millbrookschools.org,Literacy Specialist,,9,Millbrook ISD - Imagine Math,Imagine Math,Supplemental Math,Proposal,2025-06-12,2026-01-15,177605,1500,Q-5503,Y,Salesforce,GC0054
CRM-10386,SF-A10386,Millbrook Indep. SD,Millbrook Indep. SD,OH,Midwest,Mid-Market District,District,B. Shah,Carlos Johnson,cjohnson@millbrookschools.org,,Science,,Millbrook Indep. SD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Negotiation,2024-03-31,2026-04-30,23990,5000,Q-7600,N,Salesforce,GC0054
CRM-10387,SF-A10387,Millbrook ISD,Millbrook ISD,OH,Midwest,Mid-Market District,District,B. Shah,Monique Davis,moniqued@millbrookschools.org,Instructional Coach,Science,,Millbrook ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-11-19,2027-02-28,39084,800,Q-6450,N,Salesforce,GC0054
CRM-10388,SF-A10388,Kingston School District - Supplemental,Kingston School District - Supplemental,CO,West,Mid-Market District,Regional Service Center,E. Carter,John White,johnw@kingstonschools.org,Math Coordinator,General,,Kingston School District - Supplemental - Courseware,Courseware,Core Courseware,Proposal,2025-05-30,2027-07-19,250406,300,Q-6726,N,Salesforce,GC0055
CRM-10389,SF-A10389,Kingston School District - Supplemental,Kingston Schools,CO,West,Mid-Market District,Regional Service Center,C. Thomas,Jane Patel,jpatel@kingstonschools.org,Math Coordinator,,,Kingston School District - Supplemental - Twig Science,Twig Science,Science,Closed Won,2024-07-10,2027-01-02,58666,1500,Q-5178,N,Salesforce,GC0055
CRM-10390,SF-A10390,Kingston Public Schools,Kingston Schools,CO,West,Mid-Market District,Regional Service Center,C. Thomas,Sanjay Moore,sanjay.moore@kingstonschools.org,,Science,9,Kingston Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-06-16,2027-06-09,40924,3000,Q-9293,N,Salesforce,GC0055
CRM-10391,SF-A10391,Kingston Indep. SD,Kingston Indep. SD,CO,WEST,Mid-Market District,Regional Service Center,C. Thomas,Sarah Thomas,sthomas@kingstonschools.org,Instructional Coach,Literacy,,Kingston Indep. SD - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2025-01-18,2026-01-06,83610,800,Q-9504,N,Salesforce,GC0055
CRM-10392,SF-A10392,Kingston Public Schools,,CO,West,Large,Regional Service Center,C. Thomas,Renee Jackson,rjackson@kingstonschools.org,,Science,,Kingston Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-07-01,2026-08-29,61935,800,Q-5013,N,Salesforce,GC0055
CRM-10393,SF-A10393,Kingston School District,Kingston School District,CO,West,Mid-Market District,Regional Service Center,C. Thomas,Priya Garcia,,,Science,1,Kingston School District - BookheadEd StudySync,BookheadEd StudySync,Core ELA,Closed Won,2024-12-20,2026-04-14,177626,12000,Q-6317,N,Salesforce,GC0055
CRM-10394,SF-A10394,Kingston Public Schools,,CO,,Mid-Market District,Regional Service Center,C. Thomas,Laura Smith,lsmith@kingstonschools.org,Literacy Specialist,ELA,,Kingston Public Schools - StudySync,StudySync,Core ELA,Closed Won,2025-03-10,2027-06-29,252282,12000,Q-6231,Y,Salesforce,GC0055
CRM-10395,SF-A10395,Edgewater Public Schools,Edgewater ISD,IL,Midwest,Mid-Market District,District,D. Nguyen,Praveen Jackson,pjackson@edgewaterschools.org,Literacy Specialist,,,Edgewater Public Schools - Study Sync,Study Sync,Core ELA,Closed Won,2025-04-02,2026-11-29,66419,300,Q-7926,N,Salesforce,GC0056
CRM-10396,SF-A10396,Edgewater Public Schools,Edgewater Schools,IL,Midwest,Mid-Market District,District,D. Nguyen,Priya Brown,priya.brown@edgewaterschools.org,Literacy Specialist,STEM,,Edgewater Public Schools - Imagine Math,Imagine Math,Supplemental Math,Proposal,2024-02-09,2026-05-31,126449,12000,Q-8128,N,Salesforce,GC0056
CRM-10397,SF-A10397,Edgewater ISD - Supplemental,Edgewater ISD,IL,Midwest,mid-market district,District,D. Nguyen,Emily Moore,emilym@edgewaterschools.org,Instructional Coach,Math,,Edgewater ISD - Supplemental - Study Sync,Study Sync,Core ELA,Negotiation,2024-10-08,2026-07-10,64217,5000,,N,Salesforce,GC0056
CRM-10398,SF-A10398,Edgewater ISD - Supplemental,Edgewater Schools,IL,Midwest,Mid-Market District,District,D. Nguyen,Carlos Smith,,Curriculum Director,STEM,9,Edgewater ISD - Supplemental - ELA Core,ELA Core,Core ELA,Closed Lost,2024-12-02,2027-07-09,88792,3000,,N,Salesforce,GC0056
CRM-10399,SF-A10399,Edgewater Public Schools,Edgewater Schools,IL,Midwest,Mid-Market District,District,D. Nguyen,Sarah Jackson,sarah.jackson@edgewaterschools.org,District Admin,ELA,7,Edgewater Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-06-08,2027-10-02,118731,3000,Q-8535,N,Salesforce,GC0056
CRM-10400,SF-A10400,Edgewater ISD - Supplemental,Edgewater Schools,IL,Midwest,Mid Market,District,D. Nguyen,Eric White,eric.white@edgewaterschools.org,Literacy Specialist,General,8,Edgewater ISD - Supplemental - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2025-03-04,2027-09-06,61233,12000,Q-5865,N,Salesforce,GC0056
CRM-10401,SF-A10401,Edgewater Public Schools,Edgewater Public Schools,IL,Midwest,Mid-Market District,District,D. Nguyen,Priya Taylor,ptaylor@edgewaterschools.org,,Math,10,Edgewater Public Schools - StudySync,StudySync,Core ELA,Negotiation,2025-02-24,2026-07-13,171475,3000,Q-9994,N,Salesforce,GC0056
CRM-10402,SF-A10402,Edgewater Public Schools,Edgewater ISD,IL,,Mid-Market District,District,D. Nguyen,Monique Thomas,mthomas@edgewaterschools.org,,General,,Edgewater Public Schools - Science Suite,Science Suite,Science,Closed Won,2024-02-01,2026-07-31,123555,1500,Q-9941,N,Salesforce,GC0056
CRM-10403,SF-A10403,Edgewater Independent School District,Edgewater Schools,IL,Midwest,Mid-Market District,District,D. Nguyen,Laura Patel,lpatel@edgewaterschools.org,Teacher,ELA,,Edgewater Independent School District - Twig Science,Twig Science,Science,Closed Lost,2025-10-24,2027-07-01,171388,1500,Q-5489,N,Salesforce,GC0056
CRM-10404,SF-A10404,Shoreline ISD - Supplemental,Shoreline ISD,CO,West,Mid-Market District,Regional Service Center,B. Shah,Renee Jackson,,Instructional Coach,,5,Shoreline ISD - Supplemental - StudySync,StudySync,Core ELA,Closed Won,2025-04-14,2027-05-19,250009,12000,Q-7419,N,Salesforce,GC0057
CRM-10405,SF-A10405,Shoreline Public Schools,Shoreline Schools,CO,WEST,Mid-Market District,Regional Service Center,B. Shah,Carlos Martin,carlosm@shorelineschools.org,Principal,,11,Shoreline Public Schools - Twig,Twig,Science,Closed Won,2024-05-30,2027-09-15,62295,800,Q-5229,N,Salesforce,GC0057
CRM-10406,SF-A10406,Shoreline ISD - Supplemental,,CO,West,Mid-Market District,Regional Service Center,B. Shah,Sarah Smith,sarahs@shorelineschools.org,Literacy Specialist,,8,Shoreline ISD - Supplemental - Courseware,Courseware,Core Courseware,Negotiation,2025-01-23,2026-01-15,172060,800,Q-6691,N,Salesforce,GC0057
CRM-10407,SF-A10407,Shoreline ISD,Shoreline ISD,CO,West,Mid-Market District,Regional Service Center,B. Shah,David Anderson,,,ELA,4,Shoreline ISD - StudySync,StudySync,Core ELA,Closed Lost,2025-07-04,2026-03-23,246917,1500,Q-7031,N,Salesforce,GC0057
CRM-10408,SF-A10408,Shoreline Independent School District,Shoreline Independent School District,CO,West,Mid-Market District,School,B. Shah,Priya Jackson,priya.jackson@shorelineschools.org,District Admin,Math,,Shoreline Independent School District - ILL,ILL,Supplemental Literacy,Closed Won,2024-07-20,2027-05-05,28240,300,Q-5818,N,Salesforce,GC0057
CRM-10409,SF-A10409,Shoreline Public Schools,Shoreline ISD,CO,West,Mid-Market District,Regional Service Center,B. Shah,Emily Smith,emily.smith@shorelineschools.org,Principal,Science,5,Shoreline Public Schools - Twig Science,Twig Science,Science,Closed Lost,2024-10-17,2027-10-23,60328,12000,Q-7794,N,Salesforce,GC0057
CRM-10410,SF-A10410,Shoreline ISD - Supplemental,Shoreline ISD - Supplemental,CO,West,Mid-Market District,Regional Service Center,B. Shah,Laura Patel,laura.patel@shorelineschools.org,Principal,General,,Shoreline ISD - Supplemental - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2024-08-25,2026-08-07,64221,800,Q-9345,N,Salesforce,GC0057
CRM-10411,SF-A10411,Shoreline Public Schools,Shoreline Schools,CO,West,Mid Market,Regional Service Center,B. Shah,Sanjay Garcia,sgarcia@shorelineschools.org,Curriculum Director,ELA,,Shoreline Public Schools - Course Ware,Course Ware,Core Courseware,Proposal,2024-11-18,2027-04-06,62968,3000,Q-8417,Y,Salesforce,GC0057
CRM-10412,SF-A10412,Aspen Public Schools,Aspen ISD,IL,Midwest,Mid-Market District,District,B. Shah,K. Garcia,kgarcia@aspenschools.org,District Admin,Literacy,7,Aspen Public Schools - StudySync,StudySync,Core ELA,Closed Won,2024-03-17,2026-09-06,41332,5000,Q-9857,N,Salesforce,GC0058
CRM-10413,SF-A10413,Aspen Public Schools,,IL,MIDWEST,Mid-Market District,District,B. Shah,Tanisha Wilson,,Literacy Specialist,Literacy,,Aspen Public Schools - Courseware,Courseware,Core Courseware,Closed Won,2025-07-29,2026-04-01,85017,800,Q-7135,N,Salesforce,GC0058
CRM-10414,SF-A10414,Aspen ISD,Aspen ISD,IL,Midwest,Mid-Market District,District,C. Thomas,Sarah Johnson,sjohnson@aspenschools.org,Math Coordinator,,11,Aspen ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-05-02,2027-10-20,88001,1500,Q-5393,N,Salesforce,GC0058
CRM-10415,SF-A10415,Aspen ISD - Supplemental,Aspen ISD - Supplemental,IL,Midwest,Mid-Market District,District,B. Shah,Monique Moore,moniquem@aspenschools.org,,STEM,1,Aspen ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2025-09-16,2027-10-28,37197,12000,Q-7268,N,Salesforce,GC0058
CRM-10416,SF-A10416,Aspen ISD - Supplemental,,IL,Midwest,Mid-Market District,District,E. Carter,J. Brown,,Curriculum Director,ELA,9,Aspen ISD - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2025-06-29,2027-04-14,174282,12000,Q-7905,N,Salesforce,GC0058
CRM-10417,SF-A10417,Aspen Indep. SD,Aspen ISD,,Midwest,Mid-Market District,District,B. Shah,David Garcia,dgarcia@aspenschools.org,Instructional Coach,Literacy,6,Aspen Indep. SD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2024-08-10,2026-12-30,23249,1500,Q-8072,Y,Salesforce,GC0058
CRM-10418,SF-A10418,Aspen Public Schools,Aspen Schools,IL,Midwest,mid-market district,District,B. Shah,Jane Jackson,jane.jackson@aspenschools.org,Teacher,General,11,Aspen Public Schools - StudySync,StudySync,Core ELA,Negotiation,2024-07-14,2026-08-04,29305,800,Q-9167,Y,Salesforce,GC0058
CRM-10419,SF-A10419,Aspen ISD,Aspen ISD,IL,Midwest,Mid-Market District,District,B. Shah,Monique Taylor,,Math Coordinator,,4,Aspen ISD - StudySync,StudySync,Core ELA,Proposal,2024-02-16,2026-05-25,250079,500,Q-6048,N,Salesforce,GC0058
CRM-10420,SF-A10420,Fox Run School District,Fox Run School District,NY,Northeast,Large District,District,D. Nguyen,Jane Davis,janed@fox_runschools.org,Teacher,Math,4,Fox Run School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2024-09-28,2027-09-29,56466,12000,,Y,Salesforce,GC0059
